Image,mean_y,mean_u,mean_v,std_y,std_u,std_v,skew_y,skew_u,skew_v,label
AAA1,40.9281512714868,0.14091614832536012,9.810296096934255,89.49863012868497,1.1607855122268709,20.503002112431915,1.778282685846665,1.3643428999829408,1.7765442807007743,normal
AAB1,48.089578994770875,0.14678839734197377,12.165563598643207,94.15105918517285,1.0821258437136911,23.15035678346541,1.4880981268302926,1.3439074127966284,1.506639759095647,abnormal
AAC1,50.313297720854564,-2.0644038135010874,18.863897267774096,86.39977531669358,3.6223367997766482,31.7304139573285,1.178230239348213,-1.5547903224191084,1.1883377989766644,abnormal
AAD1,45.54998654825993,-0.8081581332599828,15.153366493335252,87.48567672063754,2.0518417249928222,28.66855697700415,1.4415544420216793,-2.402167323032449,1.4808334023437637,abnormal
AAE1,46.80019237918214,-0.966443162934917,11.77917022853031,93.47197689996953,2.447885900494659,23.164161129910422,1.5276358342738747,-2.9911036581629977,1.5517744124197987,abnormal
AAF1,73.86114202148514,-6.990253289422096,19.118773229828275,104.51670637103724,10.480081164711024,26.26537812305257,0.7461055828127845,-1.0250294323287323,0.754608115846254,abnormal
AAG1,24.710254186521443,-1.0317369833706111,9.066788194106778,65.68486395371265,2.9507305999506106,23.085058756706932,2.384686948134574,-3.2748213109575492,2.4150814504787297,normal
AAH1,39.29456159963468,-1.7054171276192436,9.912848665391508,86.26501701691953,3.9868627832991814,21.08471719792972,1.7910016283595043,-2.3199233436755775,1.8048363099795737,abnormal
AAI1,51.05125316843244,0.28873245614035237,14.333292891319205,94.15409719223304,1.5930488828095353,25.396977980091464,1.3593758898606065,1.7769146460908645,1.3804794103906572,abnormal
AAK1,6.850351716225637,-0.1775718807024136,1.9288191645608426,37.317654068715015,1.0281271426916883,9.58126693221176,5.65007824572388,-6.651159775387489,5.5776963233452195,normal
AAL1,47.187846133121646,0.02727535060499044,13.074361309566763,91.35954551891409,1.2665594516101528,24.243182587627196,1.4838995678222588,1.7879868516055486,1.5022817362641352,abnormal
AAM1,39.666859535279826,1.5432179710439689,12.652477723684711,84.49988519825196,3.8309925274178513,26.223516504057763,1.7204647683702659,2.74788620056419,1.780582452768744,abnormal
